player_name,total_runs,total_wickets,strike_rate,economy_rate,is_opener,is_finisher,is_death_bowler,is_economical,seasons_played,num_seasons,teams_played_for,num_teams,one_franchise,active_recent,early_ipl_era,played_for_csk,played_for_mi,played_for_rcb,played_for_kkr,played_for_srh,played_for_dc,played_for_dd,played_for_pbks,played_for_kxip,played_for_rr,played_for_gl,played_for_rps,played_for_ktr,played_for_pwi,played_for_dh,played_for_gt,played_for_lsg,primary_role,secondary_role,nationality,batting_hand,bowling_style,is_wicketkeeper,is_captain,is_power_hitter,is_anchor,is_spinner,is_pacer,is_all_rounder,is_clutch,won_orange_cap,won_purple_cap,won_ipl_title,is_international_star,personality_tag,legacy_team,fan_perception,iconic_moment
Sunny Gupta,0,0,0.0,15.67,False,False,False,False,[2012],1,['Delhi Daredevils'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
MC Juneja,125,0,97.66,0.0,False,False,False,False,[2013],1,['Delhi Daredevils'],1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
KK Nair,1694,0,131.73,0.0,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2022, 2025]",10,"['Royal Challengers Bangalore', 'Rajasthan Royals', 'Delhi Daredevils', 'Kings XI Punjab', 'Delhi Capitals']",5,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
GH Vihari,284,1,88.47,6.71,False,False,False,False,"[2013, 2015, 2019]",3,"['Sunrisers Hyderabad', 'Delhi Capitals']",2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Off-break,False,False,False,False,False,False,False,False,False,False,False,True,Consistent,,,
MDKJ Perera,14,0,107.69,0.0,True,False,False,False,[2013],1,['Rajasthan Royals'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
R Shukla,19,5,82.61,10.4,False,False,False,False,"[2013, 2014]",2,"['Rajasthan Royals', 'Delhi Daredevils']",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
B Laughlin,5,10,38.46,10.07,False,False,False,False,"[2013, 2018]",2,"['Chennai Super Kings', 'Rajasthan Royals']",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
AS Rajpoot,26,24,63.41,9.23,False,False,False,False,"[2013, 2017, 2018, 2020]",4,"['Chennai Super Kings', 'Kolkata Knight Riders', 'Kings XI Punjab', 'Rajasthan Royals']",4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
M Vohra,1083,0,130.64,0.0,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023]",9,"['Kings XI Punjab', 'Royal Challengers Bangalore', 'Rajasthan Royals', 'Lucknow Super Giants']",4,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,Aggressive,,,
JD Unadkat,201,114,118.93,8.94,False,False,False,False,"[2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2026]",11,"['Royal Challengers Bangalore', 'Delhi Daredevils', 'Rising Pune Supergiant', 'Rajasthan Royals', 'Mumbai Indians', 'Lucknow Super Giants', 'Sunrisers Hyderabad']",7,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Bowler,,Indian,Left,Left-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
Mohammed Shami,98,137,98.0,8.55,False,False,False,False,"[2013, 2014, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2025, 2026]",11,"['Kolkata Knight Riders', 'Delhi Daredevils', 'Kings XI Punjab', 'Punjab Kings', 'Gujarat Titans', 'Sunrisers Hyderabad', 'Lucknow Super Giants']",7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
BMAJ Mendis,23,1,85.19,7.2,False,False,False,False,[2013],1,['Delhi Daredevils'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Off-spin,False,False,False,False,True,False,True,False,False,False,False,True,Aggressive,,,
R Rampaul,51,16,102.0,6.92,False,False,False,True,"[2013, 2014]",2,['Royal Challengers Bangalore'],1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
CH Morris,618,96,155.28,8.03,False,True,False,False,"[2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8,"['Chennai Super Kings', 'Rajasthan Royals', 'Delhi Daredevils', 'Delhi Capitals', 'Royal Challengers Bangalore']",5,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
SV Samson,4889,0,140.09,0.0,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",14,"['Rajasthan Royals', 'Delhi Daredevils', 'Chennai Super Kings']",3,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,True,False,False,False,False,True,False,False,False,False,False,False,Aggressive,,,
SMSM Senanayake,10,9,58.82,6.53,False,False,False,False,[2013],1,['Kolkata Knight Riders'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Off-break,False,False,False,False,True,False,True,False,False,False,False,False,,,,
BJ Rohrer,193,0,136.88,12.0,False,False,False,False,[2013],1,['Delhi Daredevils'],1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
KL Rahul,5346,0,136.59,0.0,True,False,False,False,"[2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",13,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Kings XI Punjab', 'Punjab Kings', 'Lucknow Super Giants', 'Delhi Capitals']",6,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,False,False,False,False,False,False,True,Aggressive,,,
Q de Kock,3424,0,135.23,0.0,True,False,False,False,"[2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",13,"['Sunrisers Hyderabad', 'Delhi Daredevils', 'Royal Challengers Bangalore', 'Mumbai Indians', 'Lucknow Super Giants', 'Kolkata Knight Riders']",6,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,Batsman,,Overseas,Right,Right-arm Medium,True,False,False,False,False,False,False,False,False,False,False,True,Aggressive,,,
R Dhawan,210,25,112.3,8.08,False,False,False,False,"[2013, 2014, 2015, 2016, 2022, 2023]",6,"['Mumbai Indians', 'Kings XI Punjab', 'Punjab Kings']",3,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Batsman,,Indian,Left,Left-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,Aggressive,,,
MG Johnson,167,62,101.83,8.3,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018]",6,"['Mumbai Indians', 'Kings XI Punjab', 'Kolkata Knight Riders']",3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,Aggressive,,,
LJ Wright,106,2,176.67,10.48,False,False,False,False,[2013],1,['Pune Warriors'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Medium,False,False,False,False,False,False,True,False,False,False,False,True,Aggressive,,,
IC Pandey,0,18,0.0,7.68,False,False,False,False,[2013],1,['Pune Warriors'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
X Thalaivan Sargunam,10,0,58.82,0.0,False,False,False,False,[2013],1,['Sunrisers Hyderabad'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
DJG Sammy,295,11,122.41,8.9,False,False,False,False,"[2013, 2014, 2015]",3,"['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,True,False,False,False,True,True,False,False,False,False,True,Aggressive,Kings XI Punjab,,
KW Richardson,36,19,92.31,8.45,False,False,False,False,"[2013, 2014, 2016]",3,"['Pune Warriors', 'Rajasthan Royals', 'Royal Challengers Bangalore']",3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
MM Sharma,125,134,91.91,8.77,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2023, 2024, 2025]",10,"['Chennai Super Kings', 'Kings XI Punjab', 'Gujarat Titans', 'Delhi Capitals']",4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
CM Gautam,169,0,112.67,0.0,False,False,False,False,"[2013, 2014, 2015]",3,"['Delhi Daredevils', 'Mumbai Indians']",2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Wicket-keeper | Batsman,,Indian,Right,Right-arm Medium,True,False,False,False,False,False,False,False,False,False,False,False,,,,
UA Birla,7,0,50.0,0.0,False,False,False,False,[2013],1,['Pune Warriors'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Parvez Rasool,17,4,85.0,8.21,False,False,False,False,"[2013, 2015, 2016]",3,"['Pune Warriors', 'Sunrisers Hyderabad', 'Royal Challengers Bangalore']",3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Off-spin,False,False,False,False,True,False,True,False,False,False,False,False,,,,
Sandeep Sharma,60,151,80.0,8.13,False,False,False,False,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023, 2025]",11,"['Kings XI Punjab', 'Sunrisers Hyderabad', 'Rajasthan Royals']",3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
S Kaul,20,58,55.56,8.63,False,False,False,False,"[2013, 2014, 2017, 2018, 2019, 2021]",6,"['Delhi Daredevils', 'Sunrisers Hyderabad']",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Sachin Baby,144,2,122.03,4.8,False,False,False,False,"[2013, 2016, 2017, 2021]",4,"['Rajasthan Royals', 'Royal Challengers Bangalore']",2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Indian,Right,Right-arm Off-break,False,False,False,False,False,False,True,False,False,False,False,False,,,,
PV Tambe,18,28,46.15,7.75,False,False,False,False,"[2013, 2014, 2015, 2016]",4,"['Rajasthan Royals', 'Gujarat Lions']",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,,Leg-spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
NM Coulter-Nile,82,48,113.89,7.7,False,False,False,False,"[2013, 2015, 2016, 2017, 2020, 2021, 2022]",7,"['Mumbai Indians', 'Delhi Daredevils', 'Kolkata Knight Riders', 'Rajasthan Royals']",4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
CJ Anderson,538,11,127.19,10.46,False,False,False,False,"[2014, 2015, 2017, 2018]",4,"['Mumbai Indians', 'Delhi Daredevils', 'Royal Challengers Bangalore']",3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Leg-spin,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
NJ Maddinson,20,0,95.24,0.0,True,False,False,False,"[2014, 2015]",2,['Royal Challengers Bangalore'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Left,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
AR Patel,1919,131,133.64,7.38,False,False,False,True,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",13,"['Kings XI Punjab', 'Delhi Capitals']",2,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Medium,False,False,False,False,True,False,True,False,False,False,False,True,Consistent,,,
JJ Bumrah,73,186,90.12,7.3,False,False,False,True,"[2014, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025, 2026]",11,['Mumbai Indians'],1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,True,True,False,False,False,True,True,True,Aggressive,Mumbai Indians,,
JDS Neesham,92,8,98.92,9.28,False,False,False,False,"[2014, 2020, 2021, 2022]",4,"['Delhi Daredevils', 'Kings XI Punjab', 'Mumbai Indians', 'Rajasthan Royals']",4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
TG Southee,120,47,112.15,8.67,False,False,False,False,"[2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022]",8,"['Rajasthan Royals', 'Mumbai Indians', 'Royal Challengers Bangalore', 'Kolkata Knight Riders']",4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
MA Starc,111,65,93.28,8.67,False,False,False,False,"[2014, 2015, 2024, 2025]",4,"['Royal Challengers Bangalore', 'Kolkata Knight Riders', 'Delhi Capitals']",3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Left,Left-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,Aggressive,,,
BR Dunk,40,0,114.29,0.0,True,False,False,False,[2014],1,['Mumbai Indians'],1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
RR Rossouw,473,0,153.57,0.0,False,False,False,False,"[2014, 2015, 2023, 2024]",4,"['Royal Challengers Bangalore', 'Delhi Capitals', 'Punjab Kings']",3,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,Aggressive,,,
Shivam Sharma,5,4,166.67,8.68,False,False,False,False,[2014],1,['Kings XI Punjab'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
YS Chahal,37,224,43.02,8.0,False,False,False,False,"[2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022]",8,"['Royal Challengers Bangalore', 'Rajasthan Royals']",2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Leg-spin,False,False,False,False,True,False,False,False,False,False,False,True,,,,
LMP Simmons,1079,1,126.64,11.33,True,False,False,False,"[2014, 2015, 2016, 2017]",4,['Mumbai Indians'],1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Fast,False,False,True,False,False,True,True,True,False,False,False,True,Aggressive,Mumbai Indians,,
VH Zol,29,0,111.54,0.0,False,False,False,False,[2014],1,['Royal Challengers Bangalore'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
BCJ Cutting,238,10,168.79,9.16,False,False,False,False,"[2014, 2016, 2017, 2018, 2019]",5,"['Rajasthan Royals', 'Sunrisers Hyderabad', 'Mumbai Indians']",3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Imran Tahir,33,82,89.19,7.76,False,False,False,False,"[2014, 2015, 2016, 2017, 2018, 2020]",6,"['Delhi Daredevils', 'Rising Pune Supergiant', 'Chennai Super Kings']",3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Leg-spin,False,False,False,False,True,False,False,False,False,False,False,True,Aggressive,,,
BE Hendricks,1,9,33.33,9.4,False,False,False,False,"[2014, 2015]",2,['Kings XI Punjab'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
S Gopal,180,52,106.51,8.17,False,False,False,False,"[2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022]",8,"['Mumbai Indians', 'Rajasthan Royals', 'Sunrisers Hyderabad']",3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
M de Lange,1,5,50.0,9.39,False,False,False,False,[2014],1,['Mumbai Indians'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
R Tewatia,1146,32,137.08,7.91,False,False,False,False,"[2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",11,"['Rajasthan Royals', 'Kings XI Punjab', 'Delhi Daredevils', 'Delhi Capitals', 'Gujarat Titans']",5,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,Batsman | All-rounder,,Indian,Left,Right-arm Fast | Leg-spin,False,False,True,False,False,True,True,True,False,False,False,False,Aggressive,,,
JO Holder,259,53,122.75,8.81,False,False,False,False,"[2014, 2016, 2020, 2021, 2022, 2023]",6,"['Sunrisers Hyderabad', 'Kolkata Knight Riders', 'Lucknow Super Giants', 'Rajasthan Royals']",4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
Karanveer Singh,12,12,70.59,9.44,False,False,False,False,"[2014, 2015]",2,['Kings XI Punjab'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
SS Iyer,3938,0,135.42,7.0,False,False,False,False,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2024, 2025, 2026]",11,"['Delhi Daredevils', 'Delhi Capitals', 'Kolkata Knight Riders', 'Punjab Kings']",4,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,Aggressive,,,
DJ Hooda,1497,10,127.62,8.64,False,False,False,False,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",11,"['Rajasthan Royals', 'Sunrisers Hyderabad', 'Kings XI Punjab', 'Punjab Kings', 'Lucknow Super Giants', 'Chennai Super Kings']",6,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Anureet Singh,36,18,76.6,9.07,False,False,False,False,"[2015, 2017, 2018]",3,"['Kings XI Punjab', 'Rajasthan Royals']",2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
KS Williamson,2132,0,125.63,10.33,False,False,False,False,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2024]",9,"['Sunrisers Hyderabad', 'Gujarat Titans']",2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Match-winner,,,
SA Abbott,22,1,122.22,11.56,False,False,False,False,"[2015, 2022]",2,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
J Suchith,70,19,114.75,8.6,False,False,False,False,"[2015, 2019, 2021, 2022]",4,"['Mumbai Indians', 'Delhi Capitals', 'Sunrisers Hyderabad']",3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Left-arm spin,False,False,False,False,True,False,True,False,False,False,False,False,,,,
HH Pandya,2839,80,147.33,9.27,False,False,False,False,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",12,"['Mumbai Indians', 'Gujarat Titans']",2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,All-rounder,,Indian,Right,Right-arm Fast | Off-spin,False,True,True,False,False,True,True,True,False,True,True,True,Aggressive,Gujarat Titans,,
D Wiese,148,16,146.53,8.92,False,False,False,False,"[2015, 2016, 2023]",3,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
SN Khan,707,0,137.28,18.0,False,False,False,False,"[2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2026]",9,"['Royal Challengers Bangalore', 'Kings XI Punjab', 'Punjab Kings', 'Delhi Capitals', 'Chennai Super Kings']",5,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
MJ McClenaghan,85,71,121.43,8.49,False,False,False,False,"[2015, 2016, 2017, 2018, 2019]",5,['Mumbai Indians'],1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
DJ Muthuswami,1,4,33.33,7.21,False,False,False,False,[2015],1,['Delhi Daredevils'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
PJ Cummins,612,79,152.24,8.81,False,True,False,False,"[2015, 2017, 2020, 2021, 2022, 2024, 2025]",7,"['Kolkata Knight Riders', 'Delhi Daredevils', 'Sunrisers Hyderabad']",3,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
RG More,2,1,100.0,10.11,False,False,False,False,[2015],1,['Chennai Super Kings'],1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
SN Thakur,333,113,138.75,9.57,False,False,False,False,"[2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",11,"['Kings XI Punjab', 'Rising Pune Supergiant', 'Chennai Super Kings', 'Delhi Capitals', 'Kolkata Knight Riders', 'Lucknow Super Giants', 'Mumbai Indians']",7,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
JC Buttler,4297,0,149.67,0.0,False,False,False,False,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]",11,"['Mumbai Indians', 'Rajasthan Royals', 'Gujarat Titans']",3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,Batsman | Wicket-keeper,,Overseas,Right,Right-arm Medium,True,False,False,False,False,False,False,False,False,False,False,True,Finisher,,,
CR Brathwaite,181,13,163.06,8.95,False,False,False,False,"[2016, 2017, 2018, 2019]",4,"['Delhi Daredevils', 'Sunrisers Hyderabad', 'Kolkata Knight Riders']",3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
